Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Scale_Cat
Tschumi et al. (2015),p65,sub399,Switzerland,Central Swiss plateau (cantons Zurich and Aargau),Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Coccinellidae,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1174303,75,1000_m_R,LandscapeScale_2
Redlich et al. (2018),p2,sub400,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.4885868,14,100_m_R,A_LocalScale
Redlich et al. (2018),p2,sub401,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.5090408,14,250_m_R,A_LocalScale
Redlich et al. (2018),p2,sub402,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.5505156,14,500_m_R,LandscapeScale_1
Redlich et al. (2018),p2,sub403,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.6574528,14,1000_m_R,LandscapeScale_2
Redlich et al. (2018),p2,sub404,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.655228,14,2000_m_R,LandscapeScale_2
Redlich et al. (2018),p2,sub405,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.6502077,14,3000_m_R,LandscapeScale_2
Herm01,p71,sub406,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2586718,27,100_m_R,A_LocalScale
Herm01,p71,sub407,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2810043,27,100_m_R,A_LocalScale
Herm01,p71,sub408,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1043182,27,100_m_R,A_LocalScale
Herm01,p71,sub409,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.3338486,27,250_m_R,A_LocalScale
Herm01,p71,sub410,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.439832,27,250_m_R,A_LocalScale
Herm01,p71,sub411,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1299931,27,250_m_R,A_LocalScale
Herm01,p71,sub412,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1424358,27,500_m_R,LandscapeScale_1
Herm01,p71,sub413,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2986933,27,500_m_R,LandscapeScale_1
Herm01,p71,sub414,Switzerland,North-eastern Switzerland (cantons of Thurgau and St. Gallen),Temperate,Apple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2706726,27,500_m_R,LandscapeScale_1
Schneider et al. (2014),p73,sub415,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1537185,22,100_m_R,A_LocalScale
Schneider et al. (2014),p73,sub416,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1502017,22,100_m_R,A_LocalScale
Schneider et al. (2014),p73,sub417,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2765533,22,100_m_R,A_LocalScale
Schneider et al. (2014),p73,sub418,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.07126358,22,250_m_R,A_LocalScale
Schneider et al. (2014),p73,sub419,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1790508,22,250_m_R,A_LocalScale
Schneider et al. (2014),p73,sub420,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1646677,22,250_m_R,A_LocalScale
Schneider et al. (2014),p73,sub421,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2692449,22,500_m_R,LandscapeScale_1
Schneider et al. (2014),p73,sub422,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2298864,22,500_m_R,LandscapeScale_1
Schneider et al. (2014),p73,sub423,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.08035153,22,500_m_R,LandscapeScale_1
Schneider et al. (2014),p73,sub424,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.3657297,22,1000_m_R,LandscapeScale_2
Schneider et al. (2014),p73,sub425,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2328254,22,1000_m_R,LandscapeScale_2
Schneider et al. (2014),p73,sub426,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.000374687,22,1000_m_R,LandscapeScale_2
Schneider et al. (2014),p73,sub427,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.3364661,22,2000_m_R,LandscapeScale_2
Schneider et al. (2014),p73,sub428,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1036635,22,2000_m_R,LandscapeScale_2
Schneider et al. (2014),p73,sub429,Spain,Extremadura,Temperate,Grasslands,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1382021,22,2000_m_R,LandscapeScale_2
Balzan et al. (2016),p75,sub430,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.5816476,20,100_m_R,A_LocalScale
Balzan et al. (2016),p75,sub431,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.651598,20,100_m_R,A_LocalScale
Balzan et al. (2016),p75,sub432,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.5180975,20,100_m_R,A_LocalScale
Balzan et al. (2016),p75,sub433,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.3889506,20,250_m_R,A_LocalScale
Balzan et al. (2016),p75,sub434,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.4146775,20,250_m_R,A_LocalScale
Balzan et al. (2016),p75,sub435,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.4969949,20,250_m_R,A_LocalScale
Balzan et al. (2016),p75,sub436,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2727726,20,500_m_R,LandscapeScale_1
Balzan et al. (2016),p75,sub437,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.3239383,20,500_m_R,LandscapeScale_1
Balzan et al. (2016),p75,sub438,Italy,Tuscany,Temperate,Tomato,Invertebrates,Invertebrates,Predators,NA,Insects (Mulitple),Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2652359,20,500_m_R,LandscapeScale_1
Martínez-Núñez et al. (2020),p76,sub439,Spain,Andalusia,Temperate,Olive groves,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.129307164,40,1000_m_R,LandscapeScale_2
Martínez-Núñez et al. (2020),p76,sub440,Spain,Andalusia,Temperate,Olive groves,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.090604058,40,1000_m_R,LandscapeScale_2
Martínez-Núñez et al. (2021),p77,sub441,Spain,Andalusia,Temperate,Olive groves,Invertebrates,Invertebrates,Predators,Hymenoptera,Ants,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.008033012,40,1000_m_R,LandscapeScale_2
Martínez-Núñez et al. (2021),p77,sub442,Spain,Andalusia,Temperate,Olive groves,Invertebrates,Invertebrates,Predators,Hymenoptera,Ants,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.019502452,40,1000_m_R,LandscapeScale_2
Barbaro et al. (2020),p81,sub443,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1610592,234,100_m_R,A_LocalScale
Barbaro et al. (2020),p81,sub444,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.0852891,234,100_m_R,A_LocalScale
Barbaro et al. (2020),p81,sub445,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1847357,234,100_m_R,A_LocalScale
Barbaro et al. (2020),p81,sub446,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1786473,100,100_m_R,A_LocalScale
Barbaro et al. (2020),p81,sub447,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1885886,100,100_m_R,A_LocalScale
Barbaro et al. (2020),p81,sub448,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1162494,100,100_m_R,A_LocalScale
Li et al. (2020),p82,sub449,China,Shanghai agricultural areas,Tropical,"Multiple (Rice, wheat, and various vegetables and fruits)",Vertebrates,Vertebrates,Predators,Anura,Amphibian,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.018086253,20,1000_m_R,LandscapeScale_2
Liao et al. (2020),p83,sub450,China,"Pengzhou (30540-31260 N, 103400-104100 E) is located in the northwest of the Chengdu Plain",Tropical,Multiple (38 crop typess),Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.15363,63,100m x 100m,A_LocalScale
Liao et al. (2020),p83,sub451,China,"Pengzhou (30540-31260 N, 103400-104100 E) is located in the northwest of the Chengdu Plain",Tropical,Multiple (38 crop typess),Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.5768,63,100m x 100m,A_LocalScale
Coutinho et al. (2020),p84,sub452,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.4355839,25,200_m_R,A_LocalScale
Coutinho et al. (2020),p84,sub453,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2210854,25,400_m_R,A_LocalScale
Coutinho et al. (2020),p84,sub454,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1627551,25,600_m_R,LandscapeScale_1
Coutinho et al. (2020),p84,sub455,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.209093,25,800_m_R,LandscapeScale_1
Coutinho et al. (2020),p84,sub456,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2316719,25,1000_m_R,LandscapeScale_2
Coutinho et al. (2020),p84,sub457,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1021432,25,200_m_R,A_LocalScale
Coutinho et al. (2020),p84,sub458,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1218985,25,400_m_R,A_LocalScale
Coutinho et al. (2020),p84,sub459,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1833168,25,600_m_R,LandscapeScale_1
Coutinho et al. (2020),p84,sub460,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1895618,25,800_m_R,LandscapeScale_1
Coutinho et al. (2020),p84,sub461,Brazil,"Chapada Diamantina, Bahia (41°28’40”S, 13°09’10”W)",Tropical,"Tomatoes, potatoes, beans, cof- fee, rice, corn, sugarcane, and horticultural products.",Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1373732,25,1000_m_R,LandscapeScale_2
Šáleka et al. (2018),p85,sub462,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.136,25,500m x 500m,A_LocalScale
Šáleka et al. (2018),p85,sub463,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.183,25,500m x 500m,A_LocalScale
Šáleka et al. (2018),p85,sub464,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.152,25,500m x 500m,A_LocalScale
Šáleka et al. (2018),p85,sub465,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.125,25,500m x 500m,A_LocalScale
Blubaugh et al. (2020),p87,sub466,USA,"Washington, Oregon and Idaho",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.379,52,1000_m_R,LandscapeScale_2
Fabian et al. (2013),p88,sub467,Switzerland,Lake Neuchatel in north-west Switzerland (coordinates: 46° 52′ N 06° 56′ E),Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2719044,10,500_m_R,LandscapeScale_1
Fabian et al. (2013),p88,sub468,Switzerland,Lake Neuchatel in north-west Switzerland (coordinates: 46° 52′ N 06° 56′ E),Temperate,Multiple,Invertebrates,Invertebrates,Predators,Hymenoptera,Wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1834816,10,500_m_R,LandscapeScale_1
Cerezo et al. (2011),p89,sub469,Argentina,"Rolling Pampa, Argentina",Tropical,Multiple (mainly soybean),Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SIDI,Simpson diversity index ,Landscape_compositional_het,Compositional_het,Landscape_het,0.142,90,1000_m_R,LandscapeScale_2
Cerezo et al. (2011),p89,sub470,Argentina,"Rolling Pampa, Argentina",Tropical,Multiple (mainly soybean),Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SIDI,Simpson diversity index ,Landscape_compositional_het,Compositional_het,Landscape_het,-0.082,90,1000_m_R,LandscapeScale_2
Blarya et al. (2021),p90,sub471,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.253879,112,250_m_R,A_LocalScale
Blarya et al. (2021),p90,sub472,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2869842,112,500_m_R,LandscapeScale_1
Blarya et al. (2021),p90,sub473,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2563949,112,750_m_R,LandscapeScale_1
Blarya et al. (2021),p90,sub474,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1874866,112,1000_m_R,LandscapeScale_2
Blarya et al. (2021),p90,sub475,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.07925597,112,1500_m_R,LandscapeScale_2
Blarya et al. (2021),p90,sub476,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.06788369,112,2000_m_R,LandscapeScale_2
Blarya et al. (2021),p90,sub477,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.05859664,112,4000_m_R,LandscapeScale_2
Priyadarshana et al. (2021),p9,sub478,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Predators,Odonata,Dragonfly/Damselfly,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2079802,156,100_m_R,A_LocalScale
Priyadarshana et al. (2021),p9,sub479,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Predators,Odonata,Dragonfly/Damselfly,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1803891,156,100_m_R,A_LocalScale
